,min,diff
216,216,0.4769230769230717
217,217,0.461538461538467
218,218,0.4269230769230816
219,219,0.41846153846154266
220,220,0.43153846153846587
221,221,0.40153846153846473
222,222,0.3313087546153852
223,223,0.4799999999999969
224,224,0.5523076923076928
225,225,0.5330769230769121
226,226,0.5292307692307716
227,227,0.5069230769230799
228,228,0.5523076923076928
229,229,0.5630769230769204
230,230,0.4876923076923134
231,231,0.44999999999999574
232,232,0.4353846153846206
233,233,0.4130769230769218
234,234,0.43384615384615444
235,235,0.45384615384614335
236,236,0.43153846153846587
237,237,0.41769230769230603
238,238,0.4361538461538501
239,239,0.45615384615385324
240,240,0.4199999999999946
241,241,0.3853846153846163
242,242,0.42769230769231115
243,243,0.5169230769230779
244,244,0.5323076923077039
245,245,0.48846153846154294
246,246,0.4907692307692244
247,247,0.48923076923077957
248,248,0.4900000000000091
249,249,0.5030769230769252
250,250,0.4746153846153902
251,251,0.47538461538461974
252,252,0.4776923076923012
253,253,0.4476923076923143
254,254,0.45384615384615046
255,255,0.4907692307692244
256,256,0.5276923076923055
257,257,0.5330769230769263
258,258,0.5830769230769235
259,259,0.5961538461538609
260,260,0.5623076923076908
261,261,0.490000000000002
262,262,0.4969230769230748
263,263,0.5223076923076917
264,264,0.4869230769230839
265,265,0.44461538461538197
266,266,0.40923076923077417
267,267,0.40538461538461945
268,268,0.4446153846153891
269,269,0.464615384615378
270,270,0.4707692307692355
271,271,0.4930769230769272
272,272,0.5146153846153894
273,273,0.528461538461535
274,274,0.48230769230769255
275,275,0.48846153846152873
276,276,0.5176923076923075
277,277,0.5423076923077019
278,278,0.6146153846153766
279,279,0.6384615384615273
280,280,0.6230769230769297
281,281,0.5653846153846089
282,282,0.54538461538462
283,283,0.579230769230783
284,284,0.6123076923076951
285,285,0.7000000000000028
286,286,0.7369230769230768
287,287,0.7384615384615358
288,288,0.57823183153846
289,289,0.5190010623076944
290,290,0.6146153846153908
291,291,0.5961538461538467
292,292,0.5461538461538424
293,293,0.5253846153846027
294,294,0.5176923076923075
295,295,0.49769230769231143
296,296,0.48846153846153584
297,297,0.47999999999998977
298,298,0.43769230769230916
299,299,0.46000000000000085
300,300,0.451538461538469
301,301,0.3646153846153837
302,302,0.2853846153846078
303,303,0.26153846153847127
304,304,0.25846153846154607
305,305,0.2407692307692244
306,306,0.2915384615384582
307,307,0.3784615384615506
308,308,0.4299999999999855
309,309,0.41230769230768516
310,310,0.3815384615384545
311,311,0.37615384615384784
312,312,0.3684615384615526
313,313,0.37000000000000455
314,314,0.3561538461538518
315,315,0.3646153846153837
316,316,0.38307692307692776
317,317,0.3630769230769175
318,318,0.32846153846155346
319,319,0.29384615384614676
320,320,0.3200000000000074
321,321,0.37076923076923407
322,322,0.39307692307691866
323,323,0.4099999999999895
324,324,0.4230769230769127
325,325,0.4323076923077096
326,326,0.43692307692307963
327,327,0.3246153846153703
328,328,0.2784615384615421
329,329,0.3176923076923046
330,330,0.36692307692307935
331,331,0.39846153846154664
332,332,0.4299999999999997
333,333,0.48923076923077247
334,334,0.4192307692307651
335,335,0.36692307692307935
336,336,0.3176923076923188
337,337,0.3392307692307668
338,338,0.38923076923076394
339,339,0.3815384615384616
340,340,0.38615384615384585
341,341,0.362307692307688
342,342,0.3846153846153868
343,343,0.38307692307692776
344,344,0.4138461538461513
345,345,0.4492307692307733
346,346,0.4299999999999997
347,347,0.387692307692312
348,348,0.43076923076922924
349,349,0.4392307692307753
350,350,0.3969230769230734
351,351,0.40153846153846473
352,352,0.4007692307692352
353,353,0.4038461538461604
354,354,0.37923076923077303
355,355,0.4007692307692281
356,356,0.4446153846153891
357,357,0.4807692307692264
358,358,0.5276923076923055
359,359,0.4961538461538453
360,360,0.45076923076923237
361,361,0.4107692307692261
362,362,0.3784615384615435
363,363,0.3661538461538498
364,364,0.39538461538462144
365,365,0.44000000000000483
366,366,0.42230769230768317
367,367,0.38076923076921787
368,368,0.42461538461538595
369,369,0.39615384615385096
370,370,0.3484615384615495
371,371,0.3584615384615404
372,372,0.3853846153846163
373,373,0.39230769230768914
374,374,0.3915384615384525
375,375,0.40153846153846473
376,376,0.4138461538461584
377,377,0.4584615384615347
378,378,0.43384615384615444
379,379,0.4584615384615347
380,380,0.46999999999999886
381,381,0.48461538461539533
382,382,0.43692307692307963
383,383,0.3946153846153848
384,384,0.42076923076923833
385,385,0.42461538461538595
386,386,0.3838461538461644
387,387,0.3746153846153817
388,388,0.39923076923076906
389,389,0.39846153846153953
390,390,0.41461538461539504
391,391,0.3853846153846092
392,392,0.3746153846153817
393,393,0.34461538461538055
394,394,0.3069230769230771
395,395,0.3115384615384613
396,396,0.3076923076923066
397,397,0.3461538461538396
398,398,0.4076923076923009
399,399,0.4000000000000057
400,400,0.42153846153845365
401,401,0.45384615384615756
402,402,0.45384615384615046
403,403,0.42846153846153356
404,404,0.41153846153846274
405,405,0.37384615384615927
406,406,0.38615384615384585
407,407,0.39769230769231
408,408,0.4192307692307651
409,409,0.4553846153846166
410,410,0.4576923076923123
411,411,0.4130769230769218
412,412,0.42769230769231115
413,413,0.4415384615384568
414,414,0.4269230769230816
415,415,0.42769230769230404
416,416,0.42153846153846786
417,417,0.3746153846153959
418,418,0.3146153846153794
419,419,0.3238461538461621
420,420,0.3876923076923049
421,421,0.3776923076923211
422,422,0.38000000000000966
423,423,0.43384615384616154
424,424,0.44461538461538197
425,425,0.48846153846153584
426,426,0.5515384615384562
427,427,0.5330769230769192
428,428,0.4707692307692355
429,429,0.4292307692307702
430,430,0.39846153846154664
431,431,0.4300000000000068
432,432,0.4453846153846115
433,433,0.4199999999999946
434,434,0.38615384615385295
435,435,0.37307692307692264
436,436,0.34153846153846246
437,437,0.3676923076923231
438,438,0.38000000000000256
439,439,0.3407692307692187
440,440,0.33153846153845734
441,441,0.3815384615384616
442,442,0.3869230769230825
443,443,0.36692307692307935
444,444,0.35769230769231086
445,445,0.32153846153847354
446,446,0.24846153846152674
447,447,0.24461538461538623
448,448,0.26384615384616694
449,449,0.265384615384626
450,450,0.3038461538461448
451,451,0.31615384615384556
452,452,0.34076923076922583
453,453,0.3269230769230589
454,454,0.3007692307692338
455,455,0.29384615384614676
456,456,0.2723076923076846
457,457,0.21384615384614847
458,458,0.1861538461538501
459,459,0.23461538461538112
460,460,0.2623076923076866
461,461,0.2076923076923194
462,462,0.11769230769230887
463,463,0.08769230769230774
464,464,0.15846153846154465
465,465,0.20923076923077844
466,466,0.20153846153845478
467,467,0.20692307692308987
468,468,0.23000000000000398
469,469,0.22538461538461974
470,470,0.22384615384615358
471,471,0.23461538461538112
472,472,0.23999999999998778
473,473,0.26153846153845706
474,474,0.26076923076922753
475,475,0.2884615384615472
476,476,0.33769230769230063
477,477,0.3999999999999986
478,478,0.42153846153846786
479,479,0.43076923076923634
480,480,0.4192307692307722
481,481,0.35692307692308844
482,482,0.34769230769231285
483,483,0.37076923076923407
484,484,0.37923076923078014
485,485,0.42153846153845365
486,486,0.44769230769230717
487,487,0.4523076923076914
488,488,0.4384615384615316
489,489,0.4192307692307722
490,490,0.42846153846153356
491,491,0.4100000000000037
492,492,0.44769230769230717
493,493,0.4969230769230748
494,494,0.4876923076923134
495,495,0.5138461538461456
496,496,0.5484615384615239
497,497,0.5707692307692298
498,498,0.5823076923077011
499,499,0.5607692307692247
500,500,0.48923076923076536
501,501,0.49461538461539334
502,502,0.5223076923076917
503,503,0.5438461538461468
504,504,0.5692307692307708
505,505,0.583846153846153
506,506,0.5969230769230833
507,507,0.6238461538461593
508,508,0.6199999999999974
509,509,0.6169230769230865
510,510,0.6661538461538328
511,511,0.7169230769230737
512,512,0.7461538461538453
513,513,0.8030769230769224
514,514,0.7869230769230882
515,515,0.8161538461538456
516,516,0.8123076923076908
517,517,0.8246153846153916
518,518,0.8130769230769275
519,519,0.776923076923083
520,520,0.7723076923076988
521,521,0.7492307692307705
522,522,0.723076923076917
523,523,0.7153846153846217
524,524,0.6999999999999957
525,525,0.6984615384615296
526,526,0.7307692307692335
527,527,0.7523076923076957
528,528,0.7423076923076906
529,529,0.7053846153846166
530,530,0.6884615384615316
531,531,0.6630769230769289
532,532,0.6753846153846084
533,533,0.6600000000000037
534,534,0.6369230769230825
535,535,0.603846153846149
536,536,0.6230769230769226
537,537,0.6269230769230703
538,538,0.5730769230769184
539,539,0.538461538461533
540,540,0.5653846153846089
541,541,0.5607692307692318
542,542,0.5561538461538476
543,543,0.5069230769230728
544,544,0.46307692307692605
545,545,0.4646153846153851
546,546,0.5176923076922932
547,547,0.5576923076923066
548,548,0.6015384615384676
549,549,0.6500000000000057
550,550,0.6223076923076931
551,551,0.6069230769230671
552,552,0.6253846153846112
553,553,0.6684615384615356
554,554,0.6876923076923092
555,555,0.6884615384615458
556,556,0.6999999999999957
557,557,0.7369230769230839
558,558,0.7969230769230649
559,559,0.8007692307692196
560,560,0.7976923076923086
561,561,0.7961538461538424
562,562,0.798461538461531
563,563,0.8099999999999952
564,564,0.8500000000000014
565,565,0.8346153846153754
566,566,0.7553846153846209
567,567,0.6799999999999997
568,568,0.6838461538461544
569,569,0.6969230769230847
570,570,0.6869230769230796
571,571,0.6684615384615427
572,572,0.6638461538461584
573,573,0.666153846153847
574,574,0.6830769230769107
575,575,0.6561538461538419
576,576,0.6261538461538478
577,577,0.6276923076922927
578,578,0.6323076923077053
579,579,0.6607692307692332
580,580,0.6938461538461596
581,581,0.6907692307692272
582,582,0.6599999999999966
583,583,0.6615384615384627
584,584,0.6692307692307722
585,585,0.6930769230769158
586,586,0.3769431430769288
587,587,0.4061739123076933
588,588,0.44078929692308577
589,589,0.4615585276923184
590,590,0.4769431430769302
591,591,0.48463545076922543
592,592,0.636153846153853
593,593,0.7476923076923043
594,594,0.8061538461538404
595,595,0.8084615384615361
596,596,0.8100000000000023
597,597,0.8415384615384625
598,598,0.8584615384615404
599,599,0.907692307692308
600,600,0.9223076923076903
601,601,0.916153846153847
602,602,0.907692307692308
603,603,0.8615384615384656
604,604,0.8446153846153877
605,605,0.8246153846153845
606,606,0.7638461538461456
607,607,0.7199999999999989
608,608,0.7030769230769209
609,609,0.6684615384615427
610,610,0.6438461538461624
611,611,0.6715384615384536
612,612,0.6607692307692332
613,613,0.6784615384615407
614,614,0.7084615384615347
615,615,0.7061538461538461
616,616,0.7184615384615469
617,617,0.7353846153846177
618,618,0.7276923076923012
619,619,0.7053846153846237
620,620,0.7123076923076894
621,621,0.6969230769230776
622,622,0.6776923076923183
623,623,0.6307692307692321
624,624,0.6169230769230722
625,625,0.6353846153846021
626,626,0.6215384615384707
627,627,0.6046153846153928
628,628,0.6069230769230671
629,629,0.610769230769229
630,630,0.5961538461538467
631,631,0.6061538461538376
632,632,0.6138461538461613
633,633,0.5938461538461581
634,634,0.6107692307692361
635,635,0.6369230769230754
636,636,0.6369230769230754
637,637,0.6076923076923109
638,638,0.5815384615384644
639,639,0.5576923076923066
640,640,0.5761538461538507
641,641,0.5953846153846172
642,642,0.5869230769230711
643,643,0.583846153846153
644,644,0.5684615384615412
645,645,0.5376923076922964
646,646,0.5376923076923106
647,647,0.525384615384624
648,648,0.5861538461538487
649,649,0.6184615384615384
650,650,0.6246153846153817
651,651,0.6207692307692341
652,652,0.5999999999999943
653,653,0.6053846153846152
654,654,0.6276923076923069
655,655,0.6553846153846123
656,656,0.6669230769230765
657,657,0.6230769230769155
658,658,0.5292307692307716
659,659,0.43384615384615444
660,660,0.45076923076923237
661,661,0.5461538461538495
662,662,0.6923525384615417
663,663,0.40002006615385
664,664,0.7223076923076874
665,665,0.7415384615384681
666,666,0.7192307692307693
667,667,0.47615384615384215
668,668,0.41155852769230705
669,669,0.43309698923077633
670,670,0.46232775846154084
671,671,0.7707692307692326
672,672,0.7923076923076948
673,673,0.7876923076923035
674,674,0.7715384615384622
675,675,0.759999999999998
676,676,0.7723076923076917
677,677,0.759999999999998
678,678,0.6946153846153891
679,679,0.7107692307692375
680,680,0.7369230769230768
681,681,0.7353846153846177
682,682,0.7207692307692426
683,683,0.7038461538461576
684,684,0.7169230769230737
685,685,0.7330769230769292
686,686,0.7361538461538473
687,687,0.7323076923076925
688,688,0.7253846153846126
689,689,0.6923076923076863
690,690,0.7092307692307642
691,691,0.7246153846153902
692,692,0.7123076923076823
693,693,0.6992307692307662
694,694,0.6992307692307662
695,695,0.6692307692307722
696,696,0.6107692307692361
697,697,0.5576923076923066
698,698,0.5784615384615392
699,699,0.6030769230769266
700,700,0.6346153846153868
701,701,0.6699999999999875
702,702,0.684615384615384
703,703,0.667692307692306
704,704,0.6499999999999986
705,705,0.6384615384615415
706,706,0.6199999999999974
707,707,0.6084615384615404
708,708,0.5969230769230833
709,709,0.5546153846153814
710,710,0.5238461538461507
711,711,0.49153846153845393
712,712,0.47923076923076025
713,713,0.4676923076923174
714,714,0.4492307692307591
715,715,0.4484615384615438
716,716,0.4261538461538592
717,717,0.43769230769231626
718,718,0.4200000000000017
719,719,0.41538461538461746
720,720,0.3938461538461482
721,721,0.3853846153846092
722,722,0.38692307692306827
723,723,0.3230769230769255
724,724,0.3608981523076906
725,725,0.44782122923076173
726,726,0.4493596907692279
727,727,0.47397507538461525
728,728,0.5370519984615427
729,729,0.5147443061538439
730,730,0.4939750753846184
731,731,0.5146153846153894
732,732,0.4976923076923043
733,733,0.4553846153846237
734,734,0.4684615384615327
735,735,0.48846153846153584
736,736,0.5023076923077028
737,737,0.5053846153846138
738,738,0.513076923076909
739,739,0.5253846153846169
740,740,0.5130769230769232
741,741,0.48923076923076536
742,742,0.47307692307691696
743,743,0.4523076923076843
744,744,0.43461538461538396
745,745,0.45307692307691383
746,746,0.44384615384616666
747,747,0.4299999999999997
748,748,0.2892307692307696
749,749,0.224385677692311
750,750,0.4453846153846186
751,751,0.4484615384615509
752,752,0.45076923076922526
753,753,0.4653846153846217
754,754,0.4707692307692284
755,755,0.4384615384615316
756,756,0.4200000000000017
757,757,0.4484615384615438
758,758,0.43384615384614733
759,759,0.3753846153846183
760,760,0.35384615384615614
761,761,0.343846153846151
762,762,0.35076923076923094
763,763,0.3838461538461502
764,764,0.4046153846153828
765,765,0.4038461538461533
766,766,0.25153846153845905
767,767,0.28307692307692633
768,768,0.31307692307692037
769,769,0.3261538461538507
770,770,0.26384615384615984
771,771,0.24307692307692008
772,772,0.23923076923076536
773,773,0.41846153846154266
774,774,0.45999999999998664
775,775,0.313846153846157
776,776,0.30307692307691525
777,777,0.24538461538460865
778,778,0.21384615384614847
779,779,0.20461538461538709
780,780,0.20076923076923947
781,781,0.19769230769230717
782,782,0.23846153846155005
783,783,0.2761538461538464
784,784,0.45076923076922526
785,785,0.44384615384615955
786,786,0.29923076923078185
787,787,0.3115384615384684
788,788,0.33846153846153726
789,789,0.37076923076923407
790,790,0.38615384615384585
791,791,0.3692307692307679
792,792,0.3515384615384676
793,793,0.3846153846153868
794,794,0.4323076923076883
795,795,0.4523076923076843
796,796,0.4292307692307631
797,797,0.42846153846154067
798,798,0.43076923076922924
799,799,0.5676923076923046
800,800,0.5323076923077039
801,801,0.5169230769230779
802,802,0.5461538461538566
803,803,0.5715384615384735
804,804,0.6038461538461561
805,805,0.6238461538461522
806,806,0.6415384615384596
807,807,0.6907692307692415
808,808,0.5769230769230731
809,809,0.5900000000000034
810,810,0.607692307692318
811,811,0.6523076923076943
812,812,0.6723076923076974
813,813,0.667692307692306
814,814,0.6807692307692363
815,815,0.7161538461538441
816,816,0.7607692307692275
817,817,0.7730769230769283
818,818,0.7700000000000031
819,819,0.7730769230769212
820,820,0.8315384615384644
821,821,0.9030769230769167
822,822,0.9146153846153808
823,823,0.9015384615384647
824,824,0.9107692307692261
825,825,0.9138461538461584
826,826,0.9192307692307651
827,827,0.9284615384615336
828,828,0.9746153846153902
829,829,0.9961538461538524
830,830,0.9869230769230768
831,831,1.1415384615384738
832,832,1.1753846153846155
833,833,1.1869230769230796
834,834,1.1692307692307722
835,835,1.1300000000000026
836,836,1.1223076923076931
837,837,1.1246153846153888
838,838,1.1169230769230793
839,839,1.0715384615384593
840,840,1.0338461538461559
841,841,0.9892307692307654
842,842,0.9269230769230745
843,843,0.8661538461538498
844,844,0.8592307692307699
845,845,0.849230769230779
846,846,0.8138461538461499
847,847,0.6076923076923109
848,848,0.6799999999999855
849,849,0.6323076923076911
850,850,0.5530769230769295
851,851,0.4615384615384599
852,852,0.3623076923076951
853,853,0.2876923076923035
854,854,0.23769230769231342
855,855,0.20769230769229807
856,856,0.18076923076922213
857,857,0.1638461538461513
858,858,0.15615384615384897
859,859,0.1569230769230927
860,860,0.17076923076923123
861,861,0.1923076923076934
862,862,0.19769230769230717
863,863,0.21692307692308077
864,864,0.2338461538461658
865,865,0.21076923076922327
866,866,0.20615384615384613
867,867,0.2246153846153831
868,868,0.27692307692308304
869,869,0.29307692307692434
870,870,0.30615384615384755
871,871,0.313846153846157
872,872,0.3100000000000023
873,873,0.30307692307691525
874,874,0.35153846153844626
875,875,0.3969230769230734
876,876,0.403076923076938
877,877,0.4169230769230765
878,878,0.4453846153846186
879,879,0.4615384615384599
880,880,0.481538461538463
881,881,0.5238461538461578
882,882,0.5715384615384593
883,883,0.6092307692307699
884,884,0.6384615384615415
885,885,0.6584615384615446
886,886,0.6907692307692344
887,887,0.7461538461538595
888,888,0.8130769230769275
889,889,0.6630769230769218
890,890,0.6953846153846115
891,891,0.7669230769230779
892,892,0.7853846153846149
893,893,0.8076923076923066
894,894,0.8315384615384716
895,895,0.862307692307688
896,896,0.8900000000000006
897,897,0.9084615384615375
898,898,0.9384615384615387
899,899,0.970000000000006
900,900,0.9861538461538402
901,901,0.9669230769230808
902,902,0.9538461538461434
903,903,0.9338461538461473
904,904,0.9376923076923092
905,905,0.9500000000000028
906,906,0.9576923076923123
907,907,1.119230769230775
908,908,1.109230769230777
909,909,1.113846153846147
910,910,1.0984615384615353
911,911,1.0830769230769164
912,912,1.0630769230769204
913,913,1.046923076923079
914,914,1.0153846153846118
915,915,1.0076923076923165
916,916,1.0176923076923003
917,917,1.0461538461538424
918,918,1.0861538461538416
919,919,1.0984615384615353
920,920,1.1076923076923038
921,921,1.0930769230769286
922,922,1.075384615384614
923,923,0.7038662199999948
924,924,0.6792508353846145
925,925,0.8784615384615435
926,926,1.056923076923077
927,927,1.0346153846153783
928,928,1.0292307692307645
929,929,1.0623076923076908
930,930,1.0846153846153896
931,931,1.092307692307699
932,932,1.0923076923076849
933,933,1.092307692307692
934,934,0.9238461538461493
935,935,0.9123076923076994
936,936,0.8907692307692372
937,937,0.8615384615384585
938,938,0.8430769230769215
939,939,0.8284615384615321
940,940,0.5415384615384653
941,941,0.5184816046153884
942,942,0.8753846153846183
943,943,0.8769230769230774
944,944,0.8484615384615353
945,945,0.8630769230769175
946,946,0.8800000000000026
947,947,0.8815384615384616
948,948,0.8569230769230671
949,949,1.001538461538452
950,950,0.8338461538461459
951,951,0.9530769230769209
952,952,0.9353846153846135
953,953,0.95461538461538
954,954,0.8123076923076908
955,955,0.8176923076923046
956,956,0.9400000000000048
957,957,0.9430769230769229
958,958,0.9415384615384639
959,959,0.9415384615384568
960,960,0.9684615384615398
961,961,0.9876923076923063
962,962,0.9707692307692284
963,963,0.9930769230769272
964,964,1.028461538461542
965,965,1.0507692307692196
966,966,1.038461538461533
967,967,1.0276923076923126
968,968,0.7892307692307625
969,969,0.601558527692319
970,970,0.5930969892307658
971,971,0.5630969892307647
972,972,0.5423277584615391
973,973,0.5238662200000022
974,974,0.5092508353846128
975,975,0.5200200661538403
976,976,0.4892508353846097
977,977,0.41386622000000983
978,978,0.3877123738461492
979,979,0.3807892969230764
980,980,0.3394863299999997
981,981,0.3702555607692233
982,982,0.3671786376922981
983,983,0.687158571538454
984,984,0.7148508792307666
985,985,0.7371585715384725
986,986,0.7571585715384685
987,987,0.7856201099999964
988,988,0.8056201100000067
989,989,0.8094662638461543
990,990,0.8163893407692271
991,991,0.8200000000000003
992,992,0.8115384615384684
993,993,0.8123076923076908
994,994,0.8546153846153857
995,995,0.8846153846153797
996,996,0.8799999999999955
997,997,0.8446153846153877
998,998,0.803846153846159
999,999,0.7746153846153874
1000,1000,0.7661538461538555
1001,1001,0.758461538461539
1002,1002,0.7446153846153791
1003,1003,0.7061538461538532
1004,1004,0.6692307692307722
1005,1005,0.6584615384615375
1006,1006,0.639230769230771
1007,1007,0.47923076923076735
1008,1008,0.46615384615385125
1009,1009,0.4592307692307642
1010,1010,0.6223076923076931
1011,1011,0.5953846153846172
1012,1012,0.5569230769230771
1013,1013,0.5176923076923075
1014,1014,0.49846153846153385
1015,1015,0.461538461538467
1016,1016,0.4076923076923009
1017,1017,0.4238461538461564
1018,1018,0.41846153846154266
1019,1019,0.42153846153846786
1020,1020,0.3976923076923171
1021,1021,0.37307692307692264
1022,1022,0.4076923076923009
1023,1023,0.4399999999999977
1024,1024,0.4223076923076974
1025,1025,0.42076923076923123
1026,1026,0.416153846153847
1027,1027,0.4069230769230785
1028,1028,0.4269230769230674
1029,1029,0.44461538461538197
1030,1030,0.4515384615384619
1031,1031,0.4553846153846095
1032,1032,0.46538461538462883
1033,1033,0.4961538461538453
1034,1034,0.5261538461538535
1035,1035,0.5269230769230759
1036,1036,0.5292307692307716
1037,1037,0.5384615384615401
1038,1038,0.5876923076923006
1039,1039,0.6330769230769207
1040,1040,0.6546153846153828
1041,1041,0.6561538461538419
1042,1042,0.6384615384615344
1043,1043,0.6161538461538427
1044,1044,0.5984615384615353
1045,1045,0.620769230769227
1046,1046,0.6423076923076962
1047,1047,0.64769230769231
1048,1048,0.656153846153849
1049,1049,0.6707692307692312
1050,1050,0.6799999999999855
1051,1051,0.6984615384615296
1052,1052,0.7115384615384599
1053,1053,0.7076923076923052
1054,1054,0.7169230769230808
1055,1055,0.7469230769230748
1056,1056,0.7923076923076948
1057,1057,0.8284615384615464
1058,1058,0.8576923076923109
1059,1059,0.8546153846153857
1060,1060,0.8292307692307688
1061,1061,0.796923076923072
1062,1062,0.8007692307692267
1063,1063,0.6376923076923049
1064,1064,0.6400000000000006
1065,1065,0.6230769230769297
1066,1066,0.5761538461538436
1067,1067,0.5784615384615321
1068,1068,0.5715384615384593
1069,1069,0.5584615384615361
1070,1070,0.5615384615384613
